,Exporter,Importer,Exporter_region,Import_region,Weight
6384,Netherlands,Cabo Verde,Europe,Sub-Saharan Africa,4.00334925
6385,South Africa,Benin,Sub-Saharan Africa,Sub-Saharan Africa,4.0025311199999996
6386,Finland,Belgium,Europe,Europe,4.00198018
6387,Sudan,Saudi Arabia,Northern Africa and Western Asia,Northern Africa and Western Asia,4.0
6388,Sweden,Syria,Europe,Northern Africa and Western Asia,4.0
6389,Barbados,India,Latin America and the Caribbean,Central and Southern Asia,4.0
6390,Pakistan,Sierra Leone,Central and Southern Asia,Sub-Saharan Africa,4.0
6391,Mali,Sudan,Sub-Saharan Africa,Northern Africa and Western Asia,4.0
6392,Germany,Niger,Europe,Sub-Saharan Africa,3.99893384
6393,Austria,Bahamas,Europe,Latin America and the Caribbean,3.995
6394,Sri Lanka,Saint Pierre and Miquelon,Central and Southern Asia,Northern America,3.988
6395,Singapore,"Congo, Republic",Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.988
6396,Netherlands,Ethiopia,Europe,Sub-Saharan Africa,3.984876452
6397,Slovenia,Greece,Europe,Europe,3.984011566
6398,Turkey,Bahamas,Northern Africa and Western Asia,Latin America and the Caribbean,3.9820784399999996
6399,Colombia,Saint Kitts and Nevis,Latin America and the Caribbean,Latin America and the Caribbean,3.97924
6400,Ireland,Luxembourg,Europe,Europe,3.975
6401,Belgium,Malaysia,Europe,Eastern and South-Eastern Asia (excl. China),3.9719450450000005
6402,United Kingdom,Senegal,Europe,Sub-Saharan Africa,3.971
6403,Croatia,Netherlands,Europe,Europe,3.9705402516
6404,Sweden,Romania,Europe,Europe,3.970101771
6405,Saint Kitts and Nevis,Pakistan,Latin America and the Caribbean,Central and Southern Asia,3.966
6406,Mozambique,Slovakia,Sub-Saharan Africa,Europe,3.96
6407,Saudi Arabia,Netherlands,Northern Africa and Western Asia,Europe,3.959206
6408,Tanzania,Botswana,Sub-Saharan Africa,Sub-Saharan Africa,3.9483099999999998
6409,Lithuania,Slovakia,Europe,Europe,3.94180149
6410,Singapore,Poland,Eastern and South-Eastern Asia (excl. China),Europe,3.9405187600000002
6411,Dominican Republic,Canada,Latin America and the Caribbean,Northern America,3.9399999999999995
6412,United States,Cuba,Northern America,Latin America and the Caribbean,3.938
6413,Tajikistan,Russian Federation,Central and Southern Asia,Europe,3.937
6414,Vietnam,Cote d'Ivoire,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.9187234
6415,Mexico,Peru,Latin America and the Caribbean,Latin America and the Caribbean,3.90788
6416,Czech Republic,Jordan,Europe,Northern Africa and Western Asia,3.906
6417,Sudan,Bahrain,Northern Africa and Western Asia,Northern Africa and Western Asia,3.899
6418,Mongolia,Kazakhstan,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,3.891112093
6419,Denmark,Malta,Europe,Europe,3.890357411
6420,Germany,Uganda,Europe,Sub-Saharan Africa,3.888
6421,Namibia,Botswana,Sub-Saharan Africa,Sub-Saharan Africa,3.883644791
6422,Malta,Cyprus,Europe,Northern Africa and Western Asia,3.867
6423,France,Maldives,Europe,Central and Southern Asia,3.85651834
6424,Malaysia,Sri Lanka,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,3.8558
6425,United States,Romania,Northern America,Europe,3.85358047
6426,Albania,Montenegro,Europe,Europe,3.8483938
6427,Greece,Portugal,Europe,Europe,3.8480000000000003
6428,Malaysia,Mauritius,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.843
6429,Peru,Aruba,Latin America and the Caribbean,Latin America and the Caribbean,3.8381208547
6430,France,Greenland,Europe,Northern America,3.835
6431,Sudan,United Kingdom,Northern Africa and Western Asia,Europe,3.826
6432,Netherlands,Mexico,Europe,Latin America and the Caribbean,3.82465095
6433,France,Wallis and Futuna Islands,Europe,Oceania (excl. Australia and New Zealand),3.813009
6434,Italy,Cuba,Europe,Latin America and the Caribbean,3.81023665
6435,Israel,Argentina,Northern Africa and Western Asia,Latin America and the Caribbean,3.808
6436,Namibia,"Congo, Democratic Republic",Sub-Saharan Africa,Sub-Saharan Africa,3.798623
6437,Algeria,Libya,Northern Africa and Western Asia,Northern Africa and Western Asia,3.79412
6438,Brazil,Ethiopia,Latin America and the Caribbean,Sub-Saharan Africa,3.794
6439,Cote d'Ivoire,Namibia,Sub-Saharan Africa,Sub-Saharan Africa,3.791
6440,Israel,Philippines,Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),3.771691
6441,Malta,Belgium,Europe,Europe,3.771
6442,Malaysia,Zimbabwe,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.767
6443,Angola,"Congo, Republic",Sub-Saharan Africa,Sub-Saharan Africa,3.762
6444,Argentina,Bulgaria,Latin America and the Caribbean,Europe,3.753
6445,Netherlands,New Caledonia,Europe,Oceania (excl. Australia and New Zealand),3.750394
6446,Belgium,Yemen,Europe,Northern Africa and Western Asia,3.75
6447,Peru,Sweden,Latin America and the Caribbean,Europe,3.7486616919999998
6448,Peru,Venezuela,Latin America and the Caribbean,Latin America and the Caribbean,3.74282
6449,France,Mongolia,Europe,Eastern and South-Eastern Asia (excl. China),3.742443505
6450,Ghana,Guinea-Bissau,Sub-Saharan Africa,Sub-Saharan Africa,3.74
6451,Slovakia,Australia,Europe,Australia and New Zealand,3.738
6452,United Kingdom,Serbia,Europe,Europe,3.729755223
6453,Bulgaria,Saudi Arabia,Europe,Northern Africa and Western Asia,3.724
6454,Albania,North Macedonia,Europe,Europe,3.723
6455,Colombia,Slovakia,Latin America and the Caribbean,Europe,3.7179999999999995
6456,Nigeria,Angola,Sub-Saharan Africa,Sub-Saharan Africa,3.703548
6457,Vietnam,Seychelles,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.701
6458,Austria,Jordan,Europe,Northern Africa and Western Asia,3.6969487500000002
6459,Denmark,Singapore,Europe,Eastern and South-Eastern Asia (excl. China),3.696271576
6460,Jamaica,Curacao,Latin America and the Caribbean,Latin America and the Caribbean,3.69088
6461,Sudan,France,Northern Africa and Western Asia,Europe,3.6809999999999996
6462,China,Saint Vincent and the Grenadines,China,Latin America and the Caribbean,3.6667899999999998
6463,Vietnam,Cuba,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,3.6628
6464,Slovenia,Netherlands,Europe,Europe,3.659876
6465,Latvia,Canada,Europe,Northern America,3.652114157
6466,United Arab Emirates,Costa Rica,Northern Africa and Western Asia,Latin America and the Caribbean,3.644
6467,Ecuador,Angola,Latin America and the Caribbean,Sub-Saharan Africa,3.643
6468,"Korea, Republic",Bangladesh,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,3.639446193
6469,Tajikistan,Turkmenistan,Central and Southern Asia,Central and Southern Asia,3.62
6470,"Korea, Republic",El Salvador,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,3.61192
6471,Sierra Leone,Denmark,Sub-Saharan Africa,Europe,3.6109999999999998
6472,French Polynesia,Japan,Oceania (excl. Australia and New Zealand),Eastern and South-Eastern Asia (excl. China),3.60719046
6473,Turkmenistan,Turkey,Central and Southern Asia,Northern Africa and Western Asia,3.6
6474,Argentina,Yemen,Latin America and the Caribbean,Northern Africa and Western Asia,3.6
6475,Israel,Kazakhstan,Northern Africa and Western Asia,Central and Southern Asia,3.59441825
6476,Bulgaria,Malaysia,Europe,Eastern and South-Eastern Asia (excl. China),3.593
6477,"Congo, Republic",Kenya,Sub-Saharan Africa,Sub-Saharan Africa,3.592
6478,Lao PDR,"China, Hong Kong SAR",Eastern and South-Eastern Asia (excl. China),China,3.591478
6479,Oman,Canada,Northern Africa and Western Asia,Northern America,3.5831237
6480,Portugal,Hungary,Europe,Europe,3.564
6481,"China, Hong Kong SAR",Maldives,China,Central and Southern Asia,3.561095534
6482,Honduras,United States,Latin America and the Caribbean,Northern America,3.561
6483,Germany,Chad,Europe,Sub-Saharan Africa,3.5599999999999996
6484,Tanzania,Latvia,Sub-Saharan Africa,Europe,3.555
6485,Czech Republic,Moldova,Europe,Europe,3.5530360405
6486,Lebanon,Ukraine,Northern Africa and Western Asia,Europe,3.551
6487,Suriname,Cyprus,Latin America and the Caribbean,Northern Africa and Western Asia,3.551
6488,Sweden,Slovakia,Europe,Europe,3.55064054
6489,Pakistan,Angola,Central and Southern Asia,Sub-Saharan Africa,3.5460000000000003
6490,Portugal,Sweden,Europe,Europe,3.537403
6491,Lao PDR,Eswatini,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.536334
6492,China,Greenland,China,Northern America,3.535287
6493,Philippines,Tonga,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),3.532
6494,North Macedonia,Slovenia,Europe,Europe,3.5301617543
6495,United States,Papua New Guinea,Northern America,Oceania (excl. Australia and New Zealand),3.5262
6496,Mauritius,Gambia,Sub-Saharan Africa,Sub-Saharan Africa,3.525
6497,Switzerland,Qatar,Europe,Northern Africa and Western Asia,3.520842
6498,Germany,Seychelles,Europe,Sub-Saharan Africa,3.5068626249999997
6499,Israel,Turkey,Northern Africa and Western Asia,Northern Africa and Western Asia,3.505721
6500,Bulgaria,Pakistan,Europe,Central and Southern Asia,3.504
6501,Afghanistan,Sri Lanka,Central and Southern Asia,Central and Southern Asia,3.5
6502,Spain,Maldives,Europe,Central and Southern Asia,3.5
6503,Vietnam,Rwanda,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.494
6504,Australia,Romania,Australia and New Zealand,Europe,3.492129875
6505,Finland,Israel,Europe,Northern Africa and Western Asia,3.487574186
6506,Estonia,Cyprus,Europe,Northern Africa and Western Asia,3.48678
6507,Bulgaria,Japan,Europe,Eastern and South-Eastern Asia (excl. China),3.48
6508,Angola,South Africa,Sub-Saharan Africa,Sub-Saharan Africa,3.47884
6509,Switzerland,Guyana,Europe,Latin America and the Caribbean,3.478
6510,Japan,Cyprus,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,3.4705311930000002
6511,Denmark,Canada,Europe,Northern America,3.4637145169999997
6512,Portugal,Saudi Arabia,Europe,Northern Africa and Western Asia,3.463
6513,Singapore,Micronesia,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),3.461
6514,Latvia,Jordan,Europe,Northern Africa and Western Asia,3.456
6515,Gabon,Togo,Sub-Saharan Africa,Sub-Saharan Africa,3.4539999999999997
6516,Slovenia,Poland,Europe,Europe,3.45153
6517,Colombia,Malaysia,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),3.449269335
6518,Germany,Rwanda,Europe,Sub-Saharan Africa,3.448
6519,Sierra Leone,Hungary,Sub-Saharan Africa,Europe,3.4440000000000004
6520,Mozambique,Iceland,Sub-Saharan Africa,Europe,3.436
6521,Bulgaria,Italy,Europe,Europe,3.429193579
6522,Mexico,Venezuela,Latin America and the Caribbean,Latin America and the Caribbean,3.4290000000000003
6523,Austria,South Africa,Europe,Sub-Saharan Africa,3.42406475
6524,Chile,United Kingdom,Latin America and the Caribbean,Europe,3.424
6525,Germany,Faeroe Islands,Europe,Europe,3.4216618000000003
6526,Switzerland,Turkey,Europe,Northern Africa and Western Asia,3.4149539999999994
6527,South Africa,Liberia,Sub-Saharan Africa,Sub-Saharan Africa,3.4144
6528,Sri Lanka,Honduras,Central and Southern Asia,Latin America and the Caribbean,3.40863666
6529,North Macedonia,France,Europe,Europe,3.4067
6530,Israel,Chile,Northern Africa and Western Asia,Latin America and the Caribbean,3.401569
6531,Romania,Bosnia Herzegovina,Europe,Europe,3.4
6532,Switzerland,Grenada,Europe,Latin America and the Caribbean,3.399
6533,Canada,Bahamas,Northern America,Latin America and the Caribbean,3.398643
6534,Myanmar,Denmark,Eastern and South-Eastern Asia (excl. China),Europe,3.394244247
6535,Turkey,Mexico,Northern Africa and Western Asia,Latin America and the Caribbean,3.39400135
6536,Chile,"Korea, Republic",Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),3.393896703
6537,Central African Republic,Ireland,Sub-Saharan Africa,Europe,3.393
6538,Lithuania,Uzbekistan,Europe,Central and Southern Asia,3.386950714
6539,Saudi Arabia,Maldives,Northern Africa and Western Asia,Central and Southern Asia,3.38315
6540,Mozambique,Romania,Sub-Saharan Africa,Europe,3.382
6541,Spain,Turkey,Europe,Northern Africa and Western Asia,3.3819493
6542,Japan,Barbados,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,3.3790000000000004
6543,Egypt,Malta,Northern Africa and Western Asia,Europe,3.37296
6544,Slovenia,Russian Federation,Europe,Europe,3.371
6545,Lebanon,Sudan,Northern Africa and Western Asia,Northern Africa and Western Asia,3.3626822
6546,Djibouti,"China, Hong Kong SAR",Sub-Saharan Africa,China,3.36
6547,Togo,"China, Hong Kong SAR",Sub-Saharan Africa,China,3.359
6548,Indonesia,Madagascar,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.3534
6549,Thailand,Lebanon,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,3.3525988100000004
6550,New Caledonia,Vanuatu,Oceania (excl. Australia and New Zealand),Oceania (excl. Australia and New Zealand),3.34728022
6551,Guatemala,Peru,Latin America and the Caribbean,Latin America and the Caribbean,3.34
6552,Bosnia Herzegovina,Serbia,Europe,Europe,3.33855971
6553,Latvia,Uzbekistan,Europe,Central and Southern Asia,3.3329999999999997
6554,Romania,Comoros,Europe,Sub-Saharan Africa,3.3318
6555,"China, Macao SAR",Australia,China,Australia and New Zealand,3.33
6556,Estonia,Yemen,Europe,Northern Africa and Western Asia,3.325
6557,Pakistan,Finland,Central and Southern Asia,Europe,3.324
6558,Ireland,Singapore,Europe,Eastern and South-Eastern Asia (excl. China),3.3186347080000003
6559,Malaysia,"Congo, Democratic Republic",Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.317478
6560,Japan,Iran,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,3.31629986
6561,Syria,Zambia,Northern Africa and Western Asia,Sub-Saharan Africa,3.315
6562,Pakistan,Morocco,Central and Southern Asia,Northern Africa and Western Asia,3.3114088600000002
6563,Kenya,New Caledonia,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),3.309
6564,Peru,United Kingdom,Latin America and the Caribbean,Europe,3.308387775
6565,Lithuania,Czech Republic,Europe,Europe,3.3077543400000002
6566,Sri Lanka,Vanuatu,Central and Southern Asia,Oceania (excl. Australia and New Zealand),3.3
6567,Singapore,Mauritania,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.2984
6568,Indonesia,"Congo, Democratic Republic",Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.298
6569,"Korea, Republic",New Caledonia,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),3.296
6570,Venezuela,Venezuela,Latin America and the Caribbean,Latin America and the Caribbean,3.296
6571,Slovenia,Montenegro,Europe,Europe,3.285382792
6572,Chile,Angola,Latin America and the Caribbean,Sub-Saharan Africa,3.2830000000000004
6573,Afghanistan,Sweden,Central and Southern Asia,Europe,3.276
6574,Vietnam,Uruguay,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,3.27552
6575,Egypt,Norway,Northern Africa and Western Asia,Europe,3.2743818
6576,Angola,Namibia,Sub-Saharan Africa,Sub-Saharan Africa,3.2731638
6577,Venezuela,United States,Latin America and the Caribbean,Northern America,3.271
6578,Switzerland,New Caledonia,Europe,Oceania (excl. Australia and New Zealand),3.27
6579,Egypt,"Congo, Democratic Republic",Northern Africa and Western Asia,Sub-Saharan Africa,3.2670000000000003
6580,Lebanon,Anguilla,Northern Africa and Western Asia,Latin America and the Caribbean,3.261
6581,Poland,Seychelles,Europe,Sub-Saharan Africa,3.2585092
6582,Albania,France,Europe,Europe,3.252192
6583,Denmark,Hungary,Europe,Europe,3.2426826
6584,Uruguay,Israel,Latin America and the Caribbean,Northern Africa and Western Asia,3.2400002
6585,Slovenia,Yemen,Europe,Northern Africa and Western Asia,3.24
6586,North Macedonia,Montenegro,Europe,Europe,3.2383834916
6587,Brazil,Bahrain,Latin America and the Caribbean,Northern Africa and Western Asia,3.2331032505
6588,Belgium,Sierra Leone,Europe,Sub-Saharan Africa,3.23305552
6589,Argentina,Guatemala,Latin America and the Caribbean,Latin America and the Caribbean,3.233
6590,Gibraltar,Latvia,Europe,Europe,3.23
6591,Germany,Tanzania,Europe,Sub-Saharan Africa,3.221520022
6592,Ireland,Russian Federation,Europe,Europe,3.221
6593,South Africa,Cabo Verde,Sub-Saharan Africa,Sub-Saharan Africa,3.2199999999999998
6594,Slovenia,Austria,Europe,Europe,3.2166323376399997
6595,"Korea, Republic",Cote d'Ivoire,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.213
6596,Mexico,Kuwait,Latin America and the Caribbean,Northern Africa and Western Asia,3.213
6597,Solomon Islands,Austria,Oceania (excl. Australia and New Zealand),Europe,3.2
6598,Paraguay,Peru,Latin America and the Caribbean,Latin America and the Caribbean,3.2
6599,Georgia,Saudi Arabia,Northern Africa and Western Asia,Northern Africa and Western Asia,3.2
6600,Bulgaria,Chile,Europe,Latin America and the Caribbean,3.1992
6601,Mauritania,Senegal,Sub-Saharan Africa,Sub-Saharan Africa,3.198
6602,Germany,Mauritius,Europe,Sub-Saharan Africa,3.194419533
6603,Botswana,Zambia,Sub-Saharan Africa,Sub-Saharan Africa,3.190076
6604,Nepal,Brazil,Central and Southern Asia,Latin America and the Caribbean,3.19
6605,Brazil,Saint Lucia,Latin America and the Caribbean,Latin America and the Caribbean,3.19
6606,Denmark,Slovakia,Europe,Europe,3.1836530183000002
6607,Guinea,Australia,Sub-Saharan Africa,Australia and New Zealand,3.18349
6608,"Korea, Republic",Kenya,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.18340397
6609,France,Myanmar,Europe,Eastern and South-Eastern Asia (excl. China),3.1827900000000002
6610,Mozambique,Lao PDR,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),3.181
6611,Kyrgyzstan,China,Central and Southern Asia,China,3.176031789
6612,Syria,Belarus,Northern Africa and Western Asia,Europe,3.173
6613,Iran,Tanzania,Central and Southern Asia,Sub-Saharan Africa,3.172
6614,Bulgaria,China,Europe,China,3.1710429856
6615,Nicaragua,Costa Rica,Latin America and the Caribbean,Latin America and the Caribbean,3.1661165999999996
6616,Fiji,Nauru,Oceania (excl. Australia and New Zealand),Oceania (excl. Australia and New Zealand),3.15583
6617,Bulgaria,Moldova,Europe,Europe,3.1544106
6618,Germany,Haiti,Europe,Latin America and the Caribbean,3.145
6619,Tunisia,Switzerland,Northern Africa and Western Asia,Europe,3.1446021830000004
6620,Switzerland,Cameroon,Europe,Sub-Saharan Africa,3.143
6621,Indonesia,Angola,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.1374135766999998
6622,Namibia,Spain,Sub-Saharan Africa,Europe,3.134811
6623,Japan,Kenya,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.13300001
6624,Egypt,Cote d'Ivoire,Northern Africa and Western Asia,Sub-Saharan Africa,3.132
6625,New Zealand,Bahrain,Australia and New Zealand,Northern Africa and Western Asia,3.128263768
6626,Algeria,Vietnam,Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),3.128
6627,Belgium,Kazakhstan,Europe,Central and Southern Asia,3.12703255
6628,Mexico,Nicaragua,Latin America and the Caribbean,Latin America and the Caribbean,3.126957395
6629,South Africa,Panama,Sub-Saharan Africa,Latin America and the Caribbean,3.1260000000000003
6630,Guam,Philippines,Oceania (excl. Australia and New Zealand),Eastern and South-Eastern Asia (excl. China),3.12424
6631,Eswatini,Kuwait,Sub-Saharan Africa,Northern Africa and Western Asia,3.121
6632,Oman,Sri Lanka,Northern Africa and Western Asia,Central and Southern Asia,3.12
6633,Belgium,Faeroe Islands,Europe,Europe,3.117
6634,"Korea, Republic",Nicaragua,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,3.1122259364
6635,Sri Lanka,Greenland,Central and Southern Asia,Northern America,3.112
6636,"China, Hong Kong SAR",Portugal,China,Europe,3.1079049999999997
6637,Gambia,United States,Sub-Saharan Africa,Northern America,3.104
6638,Tokelau,Germany,Oceania (excl. Australia and New Zealand),Europe,3.1
6639,United Kingdom,Tunisia,Europe,Northern Africa and Western Asia,3.093
6640,"Korea, Republic",Turkey,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,3.0824
6641,Canada,Tanzania,Northern America,Sub-Saharan Africa,3.08115124
6642,Argentina,Romania,Latin America and the Caribbean,Europe,3.0808
6643,United States,Uzbekistan,Northern America,Central and Southern Asia,3.0785
6644,Canada,Seychelles,Northern America,Sub-Saharan Africa,3.0770370000000002
6645,Slovakia,Zambia,Europe,Sub-Saharan Africa,3.0742
6646,Iran,Madagascar,Central and Southern Asia,Sub-Saharan Africa,3.074
6647,Iran,Japan,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),3.07148912
6648,Latvia,Bulgaria,Europe,Europe,3.068759
6649,Latvia,Italy,Europe,Europe,3.066319628
6650,Kenya,"Congo, Republic",Sub-Saharan Africa,Sub-Saharan Africa,3.064
6651,Spain,Vietnam,Europe,Eastern and South-Eastern Asia (excl. China),3.0637229999999995
6652,Australia,Sweden,Australia and New Zealand,Europe,3.058114133
6653,Spain,Slovenia,Europe,Europe,3.05574381
6654,India,Honduras,Central and Southern Asia,Latin America and the Caribbean,3.05571
6655,Switzerland,Mexico,Europe,Latin America and the Caribbean,3.05537
6656,Dominican Republic,Aruba,Latin America and the Caribbean,Latin America and the Caribbean,3.05138
6657,Costa Rica,Colombia,Latin America and the Caribbean,Latin America and the Caribbean,3.049
6658,Sweden,Portugal,Europe,Europe,3.0473472260000003
6659,Italy,Moldova,Europe,Europe,3.0452634090000004
6660,Serbia,Austria,Europe,Europe,3.044153752
6661,Canada,Cote d'Ivoire,Northern America,Sub-Saharan Africa,3.043
6662,"Congo, Democratic Republic",Zambia,Sub-Saharan Africa,Sub-Saharan Africa,3.041
6663,Cyprus,Malta,Northern Africa and Western Asia,Europe,3.037
6664,New Zealand,Solomon Islands,Australia and New Zealand,Oceania (excl. Australia and New Zealand),3.0368302959999998
6665,Nepal,Slovakia,Central and Southern Asia,Europe,3.0313802
6666,Egypt,North Macedonia,Northern Africa and Western Asia,Europe,3.031
6667,Ukraine,Panama,Europe,Latin America and the Caribbean,3.02969884
6668,Suriname,Saint Lucia,Latin America and the Caribbean,Latin America and the Caribbean,3.029
6669,Netherlands,El Salvador,Europe,Latin America and the Caribbean,3.026394
6670,Japan,Estonia,Eastern and South-Eastern Asia (excl. China),Europe,3.02373029
6671,United States,Marshall Islands,Northern America,Oceania (excl. Australia and New Zealand),3.022
6672,Italy,"China, Macao SAR",Europe,China,3.020095
6673,Central African Republic,United States,Sub-Saharan Africa,Northern America,3.02
6674,"China, Hong Kong SAR",Aruba,China,Latin America and the Caribbean,3.018
6675,Fiji,United Arab Emirates,Oceania (excl. Australia and New Zealand),Northern Africa and Western Asia,3.01669
6676,"Korea, Republic",Bahrain,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,3.014708433
6677,Israel,Jordan,Northern Africa and Western Asia,Northern Africa and Western Asia,3.0095578
6678,United States,Cameroon,Northern America,Sub-Saharan Africa,3.009
6679,Italy,Georgia,Europe,Northern Africa and Western Asia,3.008788343
6680,Netherlands,Tanzania,Europe,Sub-Saharan Africa,3.00638202
6681,Kenya,Luxembourg,Sub-Saharan Africa,Europe,3.0043765754
6682,Belgium,Kenya,Europe,Sub-Saharan Africa,3.002585739
6683,Switzerland,Czech Republic,Europe,Europe,3.0016582894
6684,Oman,Egypt,Northern Africa and Western Asia,Northern Africa and Western Asia,3.0010000000000003
6685,Uganda,Jordan,Sub-Saharan Africa,Northern Africa and Western Asia,3.0
6686,Sweden,Venezuela,Europe,Latin America and the Caribbean,3.0
6687,"Korea, Democratic People’s Republic",Ghana,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.0
6688,Vietnam,San Marino,Eastern and South-Eastern Asia (excl. China),Europe,3.0
6689,Sudan,Uzbekistan,Northern Africa and Western Asia,Central and Southern Asia,3.0
6690,Greece,Syria,Europe,Northern Africa and Western Asia,3.0
6691,Belgium,Slovenia,Europe,Europe,2.9985693467
6692,South Africa,Aruba,Sub-Saharan Africa,Latin America and the Caribbean,2.991
6693,United States,Somalia,Northern America,Sub-Saharan Africa,2.988
6694,Liberia,Denmark,Sub-Saharan Africa,Europe,2.988
6695,Argentina,New Caledonia,Latin America and the Caribbean,Oceania (excl. Australia and New Zealand),2.98
6696,Poland,Senegal,Europe,Sub-Saharan Africa,2.97952294
6697,Malawi,Ecuador,Sub-Saharan Africa,Latin America and the Caribbean,2.979
6698,"China, Hong Kong SAR",Mongolia,China,Eastern and South-Eastern Asia (excl. China),2.9719999999999995
6699,South Africa,Sierra Leone,Sub-Saharan Africa,Sub-Saharan Africa,2.9707940699999997
6700,Russian Federation,Kenya,Europe,Sub-Saharan Africa,2.9635942
6701,United Kingdom,Nepal,Europe,Central and Southern Asia,2.962
6702,Ethiopia,Burkina Faso,Sub-Saharan Africa,Sub-Saharan Africa,2.961
6703,Jamaica,Aruba,Latin America and the Caribbean,Latin America and the Caribbean,2.957536594
6704,Poland,Mozambique,Europe,Sub-Saharan Africa,2.9485833
6705,Peru,Panama,Latin America and the Caribbean,Latin America and the Caribbean,2.9449533
6706,Belgium,Qatar,Europe,Northern Africa and Western Asia,2.94333628
6707,"Korea, Republic",Ethiopia,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,2.9401200000000003
6708,Australia,Iran,Australia and New Zealand,Central and Southern Asia,2.939
6709,United Kingdom,Montenegro,Europe,Europe,2.93864389
6710,Singapore,Argentina,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,2.937
6711,Sweden,Malaysia,Europe,Eastern and South-Eastern Asia (excl. China),2.934
6712,Egypt,Montenegro,Northern Africa and Western Asia,Europe,2.9338
6713,Luxembourg,Azerbaijan,Europe,Northern Africa and Western Asia,2.9318267383
6714,Turkey,Slovenia,Northern Africa and Western Asia,Europe,2.9263201
6715,Denmark,Australia,Europe,Australia and New Zealand,2.9218248599999996
6716,Morocco,Turkey,Northern Africa and Western Asia,Northern Africa and Western Asia,2.919487042
6717,China,Grenada,China,Latin America and the Caribbean,2.916
6718,Saudi Arabia,Italy,Northern Africa and Western Asia,Europe,2.914
6719,Australia,Norfolk Islands,Australia and New Zealand,Australia and New Zealand,2.9130000000000003
6720,Fiji,United Kingdom,Oceania (excl. Australia and New Zealand),Europe,2.9099999999999997
6721,Malaysia,Senegal,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,2.9085
6722,Pakistan,Philippines,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),2.906703575
6723,Thailand,Malta,Eastern and South-Eastern Asia (excl. China),Europe,2.905
6724,Suriname,Finland,Latin America and the Caribbean,Europe,2.904
6725,Bulgaria,Finland,Europe,Europe,2.903
6726,Austria,Australia,Europe,Australia and New Zealand,2.901442316
6727,Paraguay,New Zealand,Latin America and the Caribbean,Australia and New Zealand,2.8958446999999996
6728,Estonia,Panama,Europe,Latin America and the Caribbean,2.8936
6729,Germany,British Virgin Islands,Europe,Latin America and the Caribbean,2.8840000000000003
6730,Argentina,Uganda,Latin America and the Caribbean,Sub-Saharan Africa,2.88
6731,Slovakia,Kuwait,Europe,Northern Africa and Western Asia,2.88
6732,Brazil,Pakistan,Latin America and the Caribbean,Central and Southern Asia,2.875
6733,Lebanon,Madagascar,Northern Africa and Western Asia,Sub-Saharan Africa,2.8600897400000003
