,Exporter,Importer,Exporter_region,Import_region,Weight
11428,Comoros,Canada,Sub-Saharan Africa,Northern America,0.007
11429,Brazil,Malawi,Latin America and the Caribbean,Sub-Saharan Africa,0.007
11430,Syria,"Korea, Republic",Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),0.007
11431,Hungary,Barbados,Europe,Latin America and the Caribbean,0.007
11432,Venezuela,Costa Rica,Latin America and the Caribbean,Latin America and the Caribbean,0.007
11433,"Korea, Republic",Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),0.007
11434,Bermuda,Jamaica,Northern America,Latin America and the Caribbean,0.007
11435,Austria,Cameroon,Europe,Sub-Saharan Africa,0.007
11436,Netherlands,Eswatini,Europe,Sub-Saharan Africa,0.007
11437,Afghanistan,Denmark,Central and Southern Asia,Europe,0.007
11438,Oman,Austria,Northern Africa and Western Asia,Europe,0.006866
11439,"China, Macao SAR",Germany,China,Europe,0.006851
11440,Maldives,Austria,Central and Southern Asia,Europe,0.006794
11441,Honduras,Netherlands,Latin America and the Caribbean,Europe,0.006791
11442,Austria,Venezuela,Europe,Latin America and the Caribbean,0.006764000000000001
11443,"Congo, Democratic Republic",Sweden,Sub-Saharan Africa,Europe,0.006653
11444,Luxembourg,Sweden,Europe,Europe,0.006628
11445,Germany,Botswana,Europe,Sub-Saharan Africa,0.0066
11446,Denmark,Madagascar,Europe,Sub-Saharan Africa,0.00658
11447,Tunisia,Qatar,Northern Africa and Western Asia,Northern Africa and Western Asia,0.0065
11448,Peru,Bahrain,Latin America and the Caribbean,Northern Africa and Western Asia,0.00648
11449,Romania,Singapore,Europe,Eastern and South-Eastern Asia (excl. China),0.00643
11450,Namibia,Canada,Sub-Saharan Africa,Northern America,0.006233
11451,Estonia,Bulgaria,Europe,Europe,0.0062
11452,Chile,Andorra,Latin America and the Caribbean,Europe,0.00614
11453,Turkey,French Polynesia,Northern Africa and Western Asia,Oceania (excl. Australia and New Zealand),0.0061200000000000004
11454,Morocco,Sri Lanka,Northern Africa and Western Asia,Central and Southern Asia,0.0060999999999999995
11455,Belarus,Netherlands,Europe,Europe,0.006071
11456,Hungary,Indonesia,Europe,Eastern and South-Eastern Asia (excl. China),0.006
11457,Argentina,Montserrat,Latin America and the Caribbean,Latin America and the Caribbean,0.006
11458,Tanzania,Iceland,Sub-Saharan Africa,Europe,0.006
11459,Greece,Faeroe Islands,Europe,Europe,0.006
11460,Thailand,Faeroe Islands,Eastern and South-Eastern Asia (excl. China),Europe,0.006
11461,Belgium,Ecuador,Europe,Latin America and the Caribbean,0.006
11462,Switzerland,Curacao,Europe,Latin America and the Caribbean,0.006
11463,Indonesia,Trinidad and Tobago,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,0.006
11464,Croatia,Mexico,Europe,Latin America and the Caribbean,0.006
11465,Germany,Bangladesh,Europe,Central and Southern Asia,0.006
11466,Colombia,Lebanon,Latin America and the Caribbean,Northern Africa and Western Asia,0.006
11467,Bermuda,Canada,Northern America,Northern America,0.006
11468,Saudi Arabia,Thailand,Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),0.006
11469,Pakistan,New Caledonia,Central and Southern Asia,Oceania (excl. Australia and New Zealand),0.006
11470,South Africa,Guam,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),0.006
11471,Bahrain,South Africa,Northern Africa and Western Asia,Sub-Saharan Africa,0.006
11472,Georgia,Sierra Leone,Northern Africa and Western Asia,Sub-Saharan Africa,0.006
11473,Cameroon,French Polynesia,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),0.006
11474,United Kingdom,Kiribati,Europe,Oceania (excl. Australia and New Zealand),0.006
11475,Nepal,Ghana,Central and Southern Asia,Sub-Saharan Africa,0.006
11476,Zambia,Canada,Sub-Saharan Africa,Northern America,0.006
11477,Mali,Malawi,Sub-Saharan Africa,Sub-Saharan Africa,0.006
11478,Cyprus,Czech Republic,Northern Africa and Western Asia,Europe,0.006
11479,Thailand,Turkmenistan,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,0.006
11480,Timor-Leste,Finland,Eastern and South-Eastern Asia (excl. China),Europe,0.006
11481,Mozambique,Bahamas,Sub-Saharan Africa,Latin America and the Caribbean,0.006
11482,Peru,Denmark,Latin America and the Caribbean,Europe,0.006
11483,Iceland,Luxembourg,Europe,Europe,0.006
11484,Gabon,Bermuda,Sub-Saharan Africa,Northern America,0.006
11485,Ethiopia,Lebanon,Sub-Saharan Africa,Northern Africa and Western Asia,0.006
11486,Pakistan,Liberia,Central and Southern Asia,Sub-Saharan Africa,0.006
11487,South Africa,Tajikistan,Sub-Saharan Africa,Central and Southern Asia,0.006
11488,Iceland,Peru,Europe,Latin America and the Caribbean,0.006
11489,Panama,Kyrgyzstan,Latin America and the Caribbean,Central and Southern Asia,0.006
11490,Ghana,Antigua and Barbuda,Sub-Saharan Africa,Latin America and the Caribbean,0.006
11491,"China, Hong Kong SAR",Bhutan,China,Central and Southern Asia,0.006
11492,Mexico,New Zealand,Latin America and the Caribbean,Australia and New Zealand,0.006
11493,Bahamas,Barbados,Latin America and the Caribbean,Latin America and the Caribbean,0.006
11494,Moldova,Spain,Europe,Europe,0.006
11495,Mauritius,French Polynesia,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),0.006
11496,Tunisia,Norway,Northern Africa and Western Asia,Europe,0.006
11497,Tunisia,Pakistan,Northern Africa and Western Asia,Central and Southern Asia,0.006
11498,Liberia,French Polynesia,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),0.006
11499,"Congo, Republic",Switzerland,Sub-Saharan Africa,Europe,0.006
11500,Denmark,Botswana,Europe,Sub-Saharan Africa,0.006
11501,El Salvador,Denmark,Latin America and the Caribbean,Europe,0.006
11502,Egypt,Barbados,Northern Africa and Western Asia,Latin America and the Caribbean,0.006
11503,Netherlands,San Marino,Europe,Europe,0.006
11504,Paraguay,Montserrat,Latin America and the Caribbean,Latin America and the Caribbean,0.006
11505,Moldova,United Kingdom,Europe,Europe,0.006
11506,Spain,Papua New Guinea,Europe,Oceania (excl. Australia and New Zealand),0.006
11507,Denmark,Albania,Europe,Europe,0.006
11508,El Salvador,Czech Republic,Latin America and the Caribbean,Europe,0.006
11509,Paraguay,Kuwait,Latin America and the Caribbean,Northern Africa and Western Asia,0.006
11510,Rwanda,New Caledonia,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),0.006
11511,Japan,Saint Kitts and Nevis,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,0.006
11512,Sudan,Bosnia Herzegovina,Northern Africa and Western Asia,Europe,0.006
11513,Qatar,Belarus,Northern Africa and Western Asia,Europe,0.006
11514,Paraguay,Belgium,Latin America and the Caribbean,Europe,0.006
11515,Canada,Montserrat,Northern America,Latin America and the Caribbean,0.006
11516,Austria,Uganda,Europe,Sub-Saharan Africa,0.006
11517,Ireland,Kenya,Europe,Sub-Saharan Africa,0.006
11518,Latvia,Gibraltar,Europe,Europe,0.006
11519,Venezuela,Ecuador,Latin America and the Caribbean,Latin America and the Caribbean,0.006
11520,Armenia,United Kingdom,Northern Africa and Western Asia,Europe,0.006
11521,Turkey,Trinidad and Tobago,Northern Africa and Western Asia,Latin America and the Caribbean,0.006
11522,Austria,Gabon,Europe,Sub-Saharan Africa,0.006
11523,"Korea, Republic",Belarus,Eastern and South-Eastern Asia (excl. China),Europe,0.006
11524,Lithuania,Greenland,Europe,Northern America,0.006
11525,Denmark,Dominican Republic,Europe,Latin America and the Caribbean,0.006
11526,Lithuania,Cayman Islands,Europe,Latin America and the Caribbean,0.006
11527,Australia,Madagascar,Australia and New Zealand,Sub-Saharan Africa,0.006
11528,San Marino,Dominica,Europe,Latin America and the Caribbean,0.006
11529,Nigeria,Slovenia,Sub-Saharan Africa,Europe,0.006
11530,Israel,French Polynesia,Northern Africa and Western Asia,Oceania (excl. Australia and New Zealand),0.006
11531,Samoa,Malawi,Oceania (excl. Australia and New Zealand),Sub-Saharan Africa,0.006
11532,Serbia,Luxembourg,Europe,Europe,0.005934
11533,Iceland,Austria,Europe,Europe,0.005869
11534,Zambia,Uzbekistan,Sub-Saharan Africa,Central and Southern Asia,0.0058
11535,Nepal,Uruguay,Central and Southern Asia,Latin America and the Caribbean,0.0058
11536,Paraguay,Azerbaijan,Latin America and the Caribbean,Northern Africa and Western Asia,0.0058
11537,Ireland,Jamaica,Europe,Latin America and the Caribbean,0.005695012399999999
11538,Sweden,Cambodia,Europe,Eastern and South-Eastern Asia (excl. China),0.005675
11539,Canada,Madagascar,Northern America,Sub-Saharan Africa,0.00561
11540,Mauritius,Namibia,Sub-Saharan Africa,Sub-Saharan Africa,0.005545
11541,"Korea, Democratic People’s Republic",Zimbabwe,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.0055
11542,Madagascar,China,Sub-Saharan Africa,China,0.0055
11543,Romania,Qatar,Europe,Northern Africa and Western Asia,0.0055
11544,"Korea, Republic",Israel,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,0.0055
11545,Romania,Belize,Europe,Latin America and the Caribbean,0.005427
11546,Namibia,Ghana,Sub-Saharan Africa,Sub-Saharan Africa,0.005321
11547,Switzerland,Montenegro,Europe,Europe,0.005316
11548,Russian Federation,Maldives,Europe,Central and Southern Asia,0.0053
11549,Zambia,Ethiopia,Sub-Saharan Africa,Sub-Saharan Africa,0.00516
11550,Kuwait,Sri Lanka,Northern Africa and Western Asia,Central and Southern Asia,0.00511
11551,Peru,Ukraine,Latin America and the Caribbean,Europe,0.00507
11552,Algeria,Ethiopia,Northern Africa and Western Asia,Sub-Saharan Africa,0.005
11553,Cameroon,Argentina,Sub-Saharan Africa,Latin America and the Caribbean,0.005
11554,Algeria,Greece,Northern Africa and Western Asia,Europe,0.005
11555,Nepal,Montenegro,Central and Southern Asia,Europe,0.005
11556,Rwanda,Mauritius,Sub-Saharan Africa,Sub-Saharan Africa,0.005
11557,Colombia,Saint Lucia,Latin America and the Caribbean,Latin America and the Caribbean,0.005
11558,Mauritius,Botswana,Sub-Saharan Africa,Sub-Saharan Africa,0.005
11559,Central African Republic,Indonesia,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),0.005
11560,Chile,Lebanon,Latin America and the Caribbean,Northern Africa and Western Asia,0.005
11561,Canada,Faeroe Islands,Northern America,Europe,0.005
11562,Mexico,Finland,Latin America and the Caribbean,Europe,0.005
11563,Angola,Kuwait,Sub-Saharan Africa,Northern Africa and Western Asia,0.005
11564,Croatia,Moldova,Europe,Europe,0.005
11565,Nepal,Albania,Central and Southern Asia,Europe,0.005
11566,Slovakia,Portugal,Europe,Europe,0.005
11567,Afghanistan,Norway,Central and Southern Asia,Europe,0.005
11568,Zimbabwe,Denmark,Sub-Saharan Africa,Europe,0.005
11569,Slovenia,Japan,Europe,Eastern and South-Eastern Asia (excl. China),0.005
11570,Moldova,Norway,Europe,Europe,0.005
11571,Canada,Uruguay,Northern America,Latin America and the Caribbean,0.005
11572,Nepal,Luxembourg,Central and Southern Asia,Europe,0.005
11573,Canada,Haiti,Northern America,Latin America and the Caribbean,0.005
11574,Namibia,Australia,Sub-Saharan Africa,Australia and New Zealand,0.005
11575,Albania,Ireland,Europe,Europe,0.005
11576,Philippines,Poland,Eastern and South-Eastern Asia (excl. China),Europe,0.005
11577,Namibia,Andorra,Sub-Saharan Africa,Europe,0.005
11578,Afghanistan,Seychelles,Central and Southern Asia,Sub-Saharan Africa,0.005
11579,Bermuda,Germany,Northern America,Europe,0.005
11580,Estonia,Cuba,Europe,Latin America and the Caribbean,0.005
11581,Sierra Leone,Cuba,Sub-Saharan Africa,Latin America and the Caribbean,0.005
11582,Thailand,Zimbabwe,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.005
11583,Uruguay,Ireland,Latin America and the Caribbean,Europe,0.005
11584,Turkey,Dominica,Northern Africa and Western Asia,Latin America and the Caribbean,0.005
11585,Russian Federation,Saint Vincent and the Grenadines,Europe,Latin America and the Caribbean,0.005
11586,Norway,China,Europe,China,0.005
11587,Greece,French Polynesia,Europe,Oceania (excl. Australia and New Zealand),0.005
11588,Georgia,Cayman Islands,Northern Africa and Western Asia,Latin America and the Caribbean,0.005
11589,Greece,Saint Lucia,Europe,Latin America and the Caribbean,0.005
11590,Portugal,Croatia,Europe,Europe,0.005
11591,Turkey,Bolivia,Northern Africa and Western Asia,Latin America and the Caribbean,0.005
11592,Burkina Faso,French Polynesia,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),0.005
11593,Trinidad and Tobago,Russian Federation,Latin America and the Caribbean,Europe,0.005
11594,Uganda,Micronesia,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),0.005
11595,Georgia,Luxembourg,Northern Africa and Western Asia,Europe,0.005
11596,United Kingdom,Papua New Guinea,Europe,Oceania (excl. Australia and New Zealand),0.005
11597,Bulgaria,Syria,Europe,Northern Africa and Western Asia,0.005
11598,Senegal,French Polynesia,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),0.005
11599,Bahamas,United Kingdom,Latin America and the Caribbean,Europe,0.005
11600,Ghana,Georgia,Sub-Saharan Africa,Northern Africa and Western Asia,0.005
11601,Bangladesh,Indonesia,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),0.005
11602,Peru,Bahamas,Latin America and the Caribbean,Latin America and the Caribbean,0.005
11603,Botswana,Kenya,Sub-Saharan Africa,Sub-Saharan Africa,0.005
11604,Tonga,Japan,Oceania (excl. Australia and New Zealand),Eastern and South-Eastern Asia (excl. China),0.005
11605,Ghana,Gambia,Sub-Saharan Africa,Sub-Saharan Africa,0.005
11606,Switzerland,Kyrgyzstan,Europe,Central and Southern Asia,0.005
11607,Ethiopia,Mayotte,Sub-Saharan Africa,Sub-Saharan Africa,0.005
11608,Bhutan,China,Central and Southern Asia,China,0.005
11609,Ghana,Australia,Sub-Saharan Africa,Australia and New Zealand,0.005
11610,Iceland,"China, Hong Kong SAR",Europe,China,0.005
11611,Denmark,Liberia,Europe,Sub-Saharan Africa,0.005
11612,Timor-Leste,Sao Tome and Principe,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.005
11613,Bulgaria,Seychelles,Europe,Sub-Saharan Africa,0.005
11614,Sweden,Zambia,Europe,Sub-Saharan Africa,0.005
11615,Nigeria,Antigua and Barbuda,Sub-Saharan Africa,Latin America and the Caribbean,0.005
11616,Pakistan,Zambia,Central and Southern Asia,Sub-Saharan Africa,0.005
11617,Norfolk Islands,Canada,Australia and New Zealand,Northern America,0.005
11618,Cabo Verde,Canada,Sub-Saharan Africa,Northern America,0.005
11619,Seychelles,Qatar,Sub-Saharan Africa,Northern Africa and Western Asia,0.005
11620,Lithuania,Cameroon,Europe,Sub-Saharan Africa,0.005
11621,Saint Lucia,Curacao,Latin America and the Caribbean,Latin America and the Caribbean,0.005
11622,Equatorial Guinea,Canada,Sub-Saharan Africa,Northern America,0.005
11623,Malawi,Rwanda,Sub-Saharan Africa,Sub-Saharan Africa,0.005
11624,Equatorial Guinea,Lebanon,Sub-Saharan Africa,Northern Africa and Western Asia,0.005
11625,Pakistan,Romania,Central and Southern Asia,Europe,0.005
11626,Portugal,"Korea, Republic",Europe,Eastern and South-Eastern Asia (excl. China),0.005
11627,Cyprus,Japan,Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),0.005
11628,Malaysia,Bosnia Herzegovina,Eastern and South-Eastern Asia (excl. China),Europe,0.005
11629,Syria,Colombia,Northern Africa and Western Asia,Latin America and the Caribbean,0.005
11630,Suriname,Indonesia,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),0.005
11631,Portugal,Maldives,Europe,Central and Southern Asia,0.005
11632,Bahrain,Denmark,Northern Africa and Western Asia,Europe,0.005
11633,Cuba,Ghana,Latin America and the Caribbean,Sub-Saharan Africa,0.005
11634,Finland,Bosnia Herzegovina,Europe,Europe,0.005
11635,Pakistan,Sao Tome and Principe,Central and Southern Asia,Sub-Saharan Africa,0.005
11636,Tanzania,Bosnia Herzegovina,Sub-Saharan Africa,Europe,0.005
11637,Peru,Estonia,Latin America and the Caribbean,Europe,0.005
11638,Hungary,Maldives,Europe,Central and Southern Asia,0.005
11639,Cyprus,Yemen,Northern Africa and Western Asia,Northern Africa and Western Asia,0.005
11640,Venezuela,Ireland,Latin America and the Caribbean,Europe,0.005
11641,Fiji,Guam,Oceania (excl. Australia and New Zealand),Oceania (excl. Australia and New Zealand),0.005
11642,Georgia,Malawi,Northern Africa and Western Asia,Sub-Saharan Africa,0.005
11643,Armenia,Israel,Northern Africa and Western Asia,Northern Africa and Western Asia,0.005
11644,Honduras,"Korea, Republic",Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),0.005
11645,New Zealand,Morocco,Australia and New Zealand,Northern Africa and Western Asia,0.005
11646,Senegal,Namibia,Sub-Saharan Africa,Sub-Saharan Africa,0.005
11647,Fiji,Norway,Oceania (excl. Australia and New Zealand),Europe,0.005
11648,Argentina,Luxembourg,Latin America and the Caribbean,Europe,0.005
11649,Venezuela,Netherlands,Latin America and the Caribbean,Europe,0.005
11650,Gabon,Niger,Sub-Saharan Africa,Sub-Saharan Africa,0.005
11651,Botswana,Tanzania,Sub-Saharan Africa,Sub-Saharan Africa,0.004999116
11652,Norway,Zambia,Europe,Sub-Saharan Africa,0.00496
11653,Serbia,Azerbaijan,Europe,Northern Africa and Western Asia,0.00475
11654,Switzerland,Libya,Europe,Northern Africa and Western Asia,0.004732
11655,Madagascar,Senegal,Sub-Saharan Africa,Sub-Saharan Africa,0.0047
11656,Malta,Antigua and Barbuda,Europe,Latin America and the Caribbean,0.00466
11657,Bahrain,Austria,Northern Africa and Western Asia,Europe,0.004651
11658,Bahamas,Australia,Latin America and the Caribbean,Australia and New Zealand,0.004536
11659,Singapore,Nauru,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),0.0045
11660,Russian Federation,Nepal,Europe,Central and Southern Asia,0.0045
11661,Peru,North Macedonia,Latin America and the Caribbean,Europe,0.0044399999999999995
11662,Chile,Bahrain,Latin America and the Caribbean,Northern Africa and Western Asia,0.0044
11663,Ukraine,Palau,Europe,Oceania (excl. Australia and New Zealand),0.0044
11664,Czech Republic,Thailand,Europe,Eastern and South-Eastern Asia (excl. China),0.004399
11665,Hungary,State of Palestine,Europe,Northern Africa and Western Asia,0.004306
11666,Israel,El Salvador,Northern Africa and Western Asia,Latin America and the Caribbean,0.00424
11667,Oman,Switzerland,Northern Africa and Western Asia,Europe,0.004216
11668,Malaysia,Slovenia,Eastern and South-Eastern Asia (excl. China),Europe,0.0042
11669,Spain,Sri Lanka,Europe,Central and Southern Asia,0.0040999999999999995
11670,Madagascar,Japan,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),0.00405
11671,Bahrain,Czech Republic,Northern Africa and Western Asia,Europe,0.004048
11672,Guyana,Angola,Latin America and the Caribbean,Sub-Saharan Africa,0.004
11673,Belarus,"Korea, Republic",Europe,Eastern and South-Eastern Asia (excl. China),0.004
11674,Grenada,Montserrat,Latin America and the Caribbean,Latin America and the Caribbean,0.004
11675,Estonia,Japan,Europe,Eastern and South-Eastern Asia (excl. China),0.004
11676,Fiji,Denmark,Oceania (excl. Australia and New Zealand),Europe,0.004
11677,Belarus,Cyprus,Europe,Northern Africa and Western Asia,0.004
11678,"China, Hong Kong SAR",Tonga,China,Oceania (excl. Australia and New Zealand),0.004
11679,Guatemala,Germany,Latin America and the Caribbean,Europe,0.004
11680,Nepal,Belarus,Central and Southern Asia,Europe,0.004
11681,"China, Hong Kong SAR",Mozambique,China,Sub-Saharan Africa,0.004
11682,Guyana,Bahamas,Latin America and the Caribbean,Latin America and the Caribbean,0.004
11683,Togo,Spain,Sub-Saharan Africa,Europe,0.004
11684,Portugal,Nicaragua,Europe,Latin America and the Caribbean,0.004
11685,"China, Macao SAR",Mauritius,China,Sub-Saharan Africa,0.004
11686,Norway,New Zealand,Europe,Australia and New Zealand,0.004
11687,Ethiopia,Cameroon,Sub-Saharan Africa,Sub-Saharan Africa,0.004
11688,France,Brunei Darussalam,Europe,Eastern and South-Eastern Asia (excl. China),0.004
11689,Botswana,United Kingdom,Sub-Saharan Africa,Europe,0.004
11690,Trinidad and Tobago,Austria,Latin America and the Caribbean,Europe,0.004
